clipping_fraction,dsp_issues,file,good,peak,qwen_clarity_score,qwen_good,qwen_has_severe_noise,qwen_reason,rms_db,score,spectral_flatness,zero_crossing_rate
5e-05,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_37.wav,True,0.99976,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music elements.,-17.32,100.0,0.0031,0.1277
0.000181,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_39.wav,True,0.99991,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the double bass performance.,-13.41,100.0,0.1037,0.1518
0.00035,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_41.wav,True,0.99994,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-11.71,100.0,0.1524,0.2899
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_43.wav,True,0.90286,8.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-13.06,100.0,0.0036,0.0555
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_46.wav,True,0.88895,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main music which sounds clear and enjoyable.,-15.27,100.0,0.0,0.0485
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_50.wav,True,0.68103,8.0,True,False,"The recording has minimal background noise and is relatively clear, with only a slight distortion in the higher frequencies.",-19.29,100.0,0.0729,0.2584
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_51.wav,True,0.92746,7.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-32.08,100.0,0.0155,0.0701
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_52.wav,True,0.79889,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-26.04,100.0,0.0374,0.1965
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_54.wav,True,0.93085,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-18.35,100.0,0.0419,0.1337
6.9e-05,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_58.wav,True,0.99976,7.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-6.45,100.0,0.0,0.0641
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_59.wav,True,0.77707,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-15.73,100.0,0.1036,0.2409
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_6.wav,True,0.92035,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-12.88,100.0,0.0016,0.1046
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_61.wav,True,0.43246,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-26.32,100.0,0.1106,0.2653
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_64.wav,True,0.79584,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting a good balance between low fidelity and acoustic quality.",-14.13,100.0,0.0029,0.056
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_66.wav,True,0.44128,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting a good balance between low fidelity and acoustic quality.",-21.0,100.0,0.0042,0.0427
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_67.wav,True,0.54285,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main melody.,-19.43,100.0,0.0052,0.0605
0.000925,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_68.wav,True,0.99994,8.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the music.,-10.87,100.0,0.0775,0.1229
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_69.wav,True,0.97372,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting a good balance between acoustics and clarity.",-15.68,100.0,0.0312,0.2753
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_7.wav,True,0.60052,7.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency.,-24.52,100.0,0.0192,0.074
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_70.wav,True,0.60001,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main melody.,-20.08,100.0,0.0111,0.0854
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_71.wav,True,0.46008,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting a good balance between acoustic quality and sound fidelity.",-26.4,100.0,0.0078,0.069
0.000588,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_73.wav,True,0.99994,8.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-5.82,100.0,0.0928,0.169
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_75.wav,True,0.53104,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main melody.,-23.08,100.0,0.0715,0.2897
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_76.wav,False,0.9433,5.0,False,False,The recording has some hissing noises but is otherwise clear and easy to listen to.,-15.65,100.0,0.0003,0.24
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_77.wav,True,0.7121,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main audio which consists of an acoustic performance in a natural environment.,-15.11,100.0,0.0867,0.1911
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_79.wav,True,0.99628,7.0,True,False,The recording has some acoustic reverb but is otherwise clean and clear.,-21.16,100.0,0.0349,0.2481
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_8.wav,True,0.70865,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-19.68,100.0,0.0265,0.1558
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_9.wav,False,0.94296,0.0,False,True,JSON Parsing Error,-12.65,100.0,0.0632,0.2334
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_10.wav,True,0.75894,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-17.01,70.0,0.0306,0.766
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_13.wav,True,0.75827,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main melody.,-16.68,70.0,0.145,0.6115
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_18.wav,True,0.99124,8.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the guitar sound.,-10.28,70.0,0.2157,0.3179
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_21.wav,True,0.93246,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main elements of the music.,-15.67,70.0,0.0508,0.7359
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_22.wav,True,0.82785,7.0,True,False,The recording has some background noise but is generally clear and has a pleasant ethereal feel.,-20.96,70.0,0.0736,0.5459
0.112,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_23.wav,True,0.99997,7.0,True,False,The recording has some background noise but is generally clear and has good acoustics due to the large stone cathedral.,-3.09,70.0,0.1143,0.1844
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_27.wav,False,0.84225,5.0,False,False,The recording has some hissing noises but is otherwise relatively clear and easy to listen to.,-13.24,70.0,0.0608,0.6493
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_36.wav,True,0.7749,7.0,True,False,The recording has some background noise but is generally clear and has a pleasant acoustic quality.,-19.14,70.0,0.1483,0.5797
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_40.wav,True,0.92999,7.0,True,False,The recording has some wind noise but is generally clear and has good acoustics.,-19.49,70.0,0.0469,0.7716
0.036181,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_42.wav,True,0.99997,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-7.65,70.0,0.0776,0.12
0.010231,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_44.wav,True,0.99994,7.0,True,False,The recording has some hiss and crackles typical of old vinyl records but is otherwise clean and clear.,-3.45,70.0,0.0026,0.0833
0.018562,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_45.wav,True,0.99994,8.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency response.,-9.1,70.0,0.1183,0.2995
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_48.wav,True,0.33179,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-37.16,70.0,0.0353,0.7447
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_49.wav,True,0.53278,7.0,True,False,The recording has some hiss but is generally clear and well-balanced.,-30.72,70.0,0.1033,0.4492
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_53.wav,True,0.17947,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-33.19,70.0,0.0262,0.6424
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_55.wav,True,0.89056,8.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the music.,-12.37,70.0,0.1375,0.6222
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_56.wav,True,0.86465,7.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency.,-17.02,70.0,0.1004,0.4733
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_62.wav,True,0.69003,8.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-24.42,70.0,0.1036,0.3392
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_63.wav,True,0.99585,7.0,True,False,The recording has some background noise but is generally clear and distinct.,-6.86,70.0,0.1192,0.5917
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_65.wav,True,0.82773,7.0,True,False,The recording has some background noise but is generally clear and has good acoustics.,-12.28,70.0,0.0241,0.745
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_72.wav,True,0.64792,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting an overall good acoustical quality.",-20.3,70.0,0.0661,0.349
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_74.wav,True,0.7988,8.0,True,False,The recording has some background noise but it is not severe and does not obscure the main music.,-14.5,70.0,0.0124,0.667
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_78.wav,True,0.5369,8.0,True,False,"The recording has minimal background noise and is relatively clear, indicating a good acoustical environment and recording technique.",-19.4,70.0,0.0822,0.6861
1.9e-05,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_14.wav,False,0.99966,,,,,-38.14,50.0,0.0346,0.1012
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_17.wav,False,0.58868,,,,,-48.57,50.0,0.0067,0.0368
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_2.wav,False,0.97141,,,,,-48.27,50.0,0.0793,0.1096
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_20.wav,False,0.49826,,,,,-56.81,50.0,0.0069,0.0687
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_26.wav,False,0.06,,,,,-52.06,50.0,0.0031,0.0909
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_32.wav,False,0.38266,,,,,-44.6,50.0,0.0034,0.0542
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_38.wav,False,0.05325,,,,,-42.64,50.0,0.0227,0.2367
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_5.wav,False,0.1716,,,,,-39.01,50.0,0.0001,0.0353
0.021487,"clipped_or_too_loud, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_47.wav,False,0.99994,,,,,-3.61,40.0,0.171,0.3002
0.0,"high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_4.wav,False,0.98801,,,,,-11.19,30.0,0.3929,0.3915
0.0,"high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_57.wav,False,0.9913,,,,,-7.02,30.0,0.3239,0.5524
0.0,"high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_60.wav,False,0.97275,,,,,-12.82,30.0,0.2797,0.3943
