clipping_fraction,dsp_issues,file,good,peak,qwen_clarity_score,qwen_good,qwen_has_severe_noise,qwen_reason,rms_db,score,spectral_flatness,zero_crossing_rate
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_43.wav,True,0.95053,7.0,True,False,The recording has some distortion but is generally clear and free of severe noise or artifacts.,-20.83,100.0,0.0648,0.179
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_44.wav,True,0.90796,7.0,True,False,The acapella choral harmony is performed live in a grand hall which likely adds some ambient noises but overall the audio is clear and distinct.,-21.9,100.0,0.0612,0.2789
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_45.wav,True,0.82635,7.0,True,False,The recording has some background noise but it is not severe enough to distract from the music.,-15.04,100.0,0.0194,0.0922
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_47.wav,True,0.78366,7.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency.,-20.85,100.0,0.0245,0.1124
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_49.wav,True,0.70627,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-24.74,100.0,0.0496,0.2666
0.003581,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_51.wav,True,0.99994,7.0,True,False,The recording has some background noise but is generally clear and has a tropical house vibe.,-5.62,100.0,0.0125,0.0903
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_52.wav,True,0.90485,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the traditional Indian sitar and tabla duet.,-11.85,100.0,0.0022,0.0462
0.000125,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_53.wav,True,0.99994,7.0,True,False,The recording has some background noise but is generally clear and has a good acoustic quality.,-18.27,100.0,0.0113,0.0862
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_54.wav,True,0.47577,8.0,True,False,The recording has good acoustics without any severe distortion or background noise.,-18.21,100.0,0.0036,0.1673
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_57.wav,True,0.9743,7.0,True,False,The recording has some background noise but it is not severe enough to distort the clarity of the kora melody.,-19.87,100.0,0.0523,0.2097
0.003425,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_59.wav,True,0.99997,7.0,True,False,The recording has a bit of distortion but is generally clear and free of harsh digital static or white noise.,-26.32,100.0,0.0311,0.1057
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_60.wav,True,0.98801,7.0,True,False,The recording has some background noise but is generally clear and has a good acoustic sound quality.,-13.69,100.0,0.0607,0.2316
0.000681,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_61.wav,True,0.99994,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the music.,-8.0,100.0,0.0067,0.0899
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_69.wav,True,0.79141,7.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-15.24,100.0,0.0003,0.0634
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_7.wav,True,0.55002,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-19.98,100.0,0.0015,0.0677
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_70.wav,True,0.97183,7.0,True,False,The recording has some background noise but it is not severe enough to distract from the music.,-15.05,100.0,0.0119,0.1264
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_72.wav,True,0.79745,7.0,True,False,The recording has some background noise but is generally clear and distinct.,-18.16,100.0,0.0025,0.1338
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_73.wav,True,0.33774,7.0,True,False,The recording has some mild distortion but is generally clear and easy to listen to.,-29.83,100.0,0.0888,0.185
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_74.wav,True,0.81128,7.0,True,False,The recording has some background noise but it is not severe enough to obscure the clarity of the violin melody.,-23.93,100.0,0.0516,0.2978
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_76.wav,True,0.6593,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main sound which is a beautiful Hawaiian Slack Key Acoustic Guitar.,-18.42,100.0,0.1123,0.2607
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_78.wav,True,0.99762,7.0,True,False,The recording has some background noise but it is not severe enough to distract from the music.,-15.73,100.0,0.0518,0.1513
0.00015,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_79.wav,True,0.99991,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-7.62,100.0,0.0384,0.1018
6e-06,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_8.wav,True,0.99918,7.0,True,False,The recording has some background noise but is generally clear and has a good balance between instruments.,-14.1,100.0,0.0995,0.1028
0.0,none,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_9.wav,True,0.99866,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-15.36,100.0,0.1283,0.1559
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_14.wav,True,0.99829,8.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the deep house electronic dance music.,-6.1,70.0,0.1243,0.7195
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_16.wav,True,0.99808,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main sound which is a reggae band with heavy bass.,-13.41,70.0,0.015,0.6328
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_18.wav,True,0.94443,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the main country music.,-12.28,70.0,0.2176,0.3843
9.4e-05,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_19.wav,True,0.99963,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-10.21,70.0,0.1924,0.6351
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_22.wav,True,0.99402,8.0,True,False,The recording has low fidelity but is clean and free of major distortions or artifacts.,-15.3,70.0,0.0526,0.3552
0.072369,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_27.wav,True,0.99997,7.0,True,False,The recording has some background noise but is generally clear and has a nostalgic chiptune feel.,-3.46,70.0,0.0989,0.229
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_29.wav,True,0.85507,8.0,True,False,"The recording has minimal background noise and is relatively clear, with only a slight distortion in the higher frequencies.",-18.22,70.0,0.1452,0.4032
0.0709,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_30.wav,True,0.99997,8.0,True,False,"The recording has minimal background noise and is relatively clear, presenting a good balance between acoustic quality and distortion.",-4.47,70.0,0.0275,0.0734
4.4e-05,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_34.wav,True,0.99979,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-13.66,70.0,0.0578,0.3505
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_37.wav,True,0.99774,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-14.98,70.0,0.1087,0.3033
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_42.wav,True,0.3031,7.0,True,False,The recording has some background noise but is generally clear and has good acoustic quality.,-28.46,70.0,0.2021,0.349
2.5e-05,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_46.wav,True,0.99927,8.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-4.13,70.0,0.1529,0.5351
0.001956,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_48.wav,True,0.99994,7.0,True,False,The recording has some background noise but is generally clear and easy to listen to.,-12.89,70.0,0.026,0.343
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_5.wav,True,0.90082,7.0,True,False,The recording has some background noise but it is not severe enough to distort the clarity of the music.,-12.04,70.0,0.0628,0.3171
0.036825,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_50.wav,True,0.99994,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the music.,-5.35,70.0,0.0194,0.1251
0.094812,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_55.wav,True,0.99997,7.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency.,-2.63,70.0,0.1023,0.2289
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_62.wav,True,0.74442,8.0,True,False,"The recording has minimal background noise and is relatively clear, with only a slight distortion in the lower frequencies.",-27.11,70.0,0.1408,0.4218
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_64.wav,True,0.59109,7.0,True,False,The recording has some background noise but is generally clear and distinct.,-25.27,70.0,0.192,0.4119
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_65.wav,True,0.96426,8.0,True,False,The recording has some background noise but is generally clear and well-balanced.,-21.61,70.0,0.0293,0.4783
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_67.wav,True,0.89758,7.0,True,False,The recording has some distortion but is generally clear and free of severe background noise or artifacts.,-20.75,70.0,0.0723,0.3245
0.205613,clipped_or_too_loud,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_68.wav,True,0.99997,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the music.,-1.72,70.0,0.0116,0.0553
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_71.wav,True,0.86557,7.0,True,False,The recording has some background noise but it is not severe and does not obscure the clarity of the music.,-30.64,70.0,0.0679,0.3092
0.00095,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_75.wav,True,0.99994,7.0,True,False,The recording has some distortion but is generally clear and easy to listen to.,-10.06,70.0,0.1758,0.3306
0.0,harsh_hiss,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_77.wav,True,0.78802,7.0,True,False,The recording has some background noise but is generally clear and well-balanced in frequency.,-23.64,70.0,0.1336,0.3213
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_11.wav,False,0.25833,,,,,-59.43,50.0,0.014,0.297
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_25.wav,False,0.02972,,,,,-64.38,50.0,0.0054,0.0341
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_31.wav,False,0.02597,,,,,-60.72,50.0,0.0035,0.0384
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_36.wav,False,0.29199,,,,,-50.09,50.0,0.0291,0.0912
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_56.wav,False,0.06927,,,,,-60.57,50.0,0.0335,0.1116
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_58.wav,False,0.15561,,,,,-38.1,50.0,0.039,0.123
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_6.wav,False,0.8902,,,,,-53.23,50.0,0.0156,0.0355
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_63.wav,False,0.0408,,,,,-47.73,50.0,0.0018,0.022
0.0,too_quiet,C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_66.wav,False,0.02133,,,,,-60.08,50.0,0.0032,0.0673
0.011612,"clipped_or_too_loud, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_15.wav,False,0.99997,,,,,-6.42,40.0,0.2208,0.4984
0.013106,"clipped_or_too_loud, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_32.wav,False,0.99994,,,,,-3.81,40.0,0.2358,0.3967
0.000869,"high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_17.wav,False,0.99994,,,,,-5.6,30.0,0.2573,0.528
0.0,"too_quiet, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_12.wav,False,0.728,,,,,-49.88,20.0,0.0219,0.3161
0.0,"too_quiet, harsh_hiss",C:\Users\sepan\sparke-photo to audio\sparke_audioldm2_audio_outputs_general\sparke_audio_13.wav,False,0.12726,,,,,-41.74,20.0,0.0312,0.6181
