clipping_fraction,dsp_issues,file,good,peak,qwen_clarity_score,qwen_good,qwen_has_severe_noise,qwen_reason,rms_db,score,spectral_flatness,zero_crossing_rate
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_35.wav,False,0.22537,,,,,-45.03,0.0,0.3752,0.3398
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_36.wav,False,0.26804,,,,,-43.53,0.0,0.4119,0.4277
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_37.wav,False,0.36826,,,,,-42.14,0.0,0.3091,0.3068
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_4.wav,False,0.11087,,,,,-43.07,0.0,0.4502,0.4264
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_41.wav,False,0.11887,,,,,-40.68,0.0,0.51,0.4512
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_43.wav,False,0.12894,,,,,-44.9,0.0,0.3875,0.3485
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_44.wav,False,0.2796,,,,,-40.37,0.0,0.4137,0.4558
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_45.wav,False,0.05905,,,,,-39.21,0.0,0.4123,0.5723
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_46.wav,False,0.21841,,,,,-39.28,0.0,0.4055,0.3559
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_47.wav,False,0.13428,,,,,-43.02,0.0,0.352,0.3259
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_49.wav,False,0.09396,,,,,-42.39,0.0,0.3123,0.3506
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_50.wav,False,0.08838,,,,,-46.48,0.0,0.3483,0.3983
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_51.wav,False,0.08087,,,,,-42.08,0.0,0.3041,0.3181
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_52.wav,False,0.67368,,,,,-40.39,0.0,0.4171,0.4729
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_53.wav,False,0.10065,,,,,-40.02,0.0,0.2909,0.3325
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_54.wav,False,0.09781,,,,,-39.97,0.0,0.469,0.5217
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_56.wav,False,0.14319,,,,,-38.8,0.0,0.3622,0.3787
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_6.wav,False,0.51648,,,,,-38.29,0.0,0.4097,0.3977
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_61.wav,False,0.23972,,,,,-38.48,0.0,0.3538,0.3986
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_62.wav,False,0.62036,,,,,-44.48,0.0,0.2983,0.3327
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_64.wav,False,0.14636,,,,,-46.6,0.0,0.4298,0.4442
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_66.wav,False,0.04996,,,,,-46.51,0.0,0.4725,0.4597
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_69.wav,False,0.18613,,,,,-46.28,0.0,0.3387,0.3897
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_7.wav,False,0.09644,,,,,-43.01,0.0,0.2916,0.4114
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_71.wav,False,0.53882,,,,,-41.43,0.0,0.3314,0.3218
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_72.wav,False,0.20932,,,,,-38.59,0.0,0.3157,0.4676
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_73.wav,False,0.05231,,,,,-47.25,0.0,0.317,0.3062
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_74.wav,False,0.03427,,,,,-45.63,0.0,0.4585,0.4984
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_75.wav,False,0.26007,,,,,-44.87,0.0,0.4368,0.4093
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_76.wav,False,0.20374,,,,,-44.22,0.0,0.4264,0.4018
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_77.wav,False,0.34534,,,,,-40.2,0.0,0.3946,0.3862
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_79.wav,False,0.74854,,,,,-41.93,0.0,0.3076,0.3235
0.0,"too_quiet, high_spectral_noise, harsh_hiss",C:\Users\sepan\sparke-photo to audio\tango_sounds\sparke_audio_9.wav,False,0.19284,,,,,-42.32,0.0,0.4108,0.3333
